# gene name                          KO     thrshld  score   E-value KO definition
#----------------------------------- ------ ------- ------ --------- ---------------------
  lcl|LN828718.1_prot_CFW92770.1_27  K04427  336.40  178.4   1.2e-54 mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]
  KLL04571.1                         K04527 1758.60  108.6   8.4e-34 insulin receptor [EC:2.7.10.1]
  KLL04571.1                         K05093 1149.67  108.5   9.8e-34 fibroblast growth factor receptor 2 [EC:2.7.10.1]
  KLL04571.1                         K04421  638.33  108.3   2.5e-33 mitogen-activated protein kinase kinase kinase 3 [EC:2.7.11.25]
  KLL04571.1                         K07760  458.50  108.1   2.1e-33 cyclin-dependent kinase [EC:2.7.11.22]
  KLL04571.1                         K16288  282.10  107.6   2.4e-33 dual serine/threonine and tyrosine protein kinase [EC:2.7.12.1]
  KLL04571.1                         K08861  886.40  106.9   5.3e-33 polo-like kinase 2 [EC:2.7.11.21]
  KLL04571.1                         K05126  603.13  106.9   4.7e-33 proto-oncogene tyrosine-protein kinase Ret [EC:2.7.10.1]
  KLL04571.1                         K08843 1089.43  106.6   2.8e-33 leucine-rich repeat kinase 1 [EC:2.7.11.1]
  KLL04571.1                         K17539  426.10  106.3     5e-33 serine/threonine-protein kinase PDIK1L [EC:2.7.11.1]
  KLL04571.1                         K21357 1260.50  105.6   1.1e-32 serine/threonine-protein kinase ULK1 [EC:2.7.11.1]
  KLL04571.1                         K19477  903.73  105.6   1.1e-32 cGMP-dependent protein kinase 2 [EC:2.7.11.12]
  KLL04571.1                         K05728  671.13  104.9   1.9e-32 c-src tyrosine kinase [EC:2.7.10.2]
  KLL04571.1                         K11481  534.97  104.5   2.5e-32 aurora kinase A [EC:2.7.11.1]
  KLL04571.1                         K05108 1768.40  104.5     2e-32 EphA7 [EC:2.7.10.1]
  KLL04571.1                         K07359  636.80  104.4   2.7e-32 calcium/calmodulin-dependent protein kinase kinase 2 [EC:2.7.11.17]
  KLL04571.1                         K04361  734.37  104.4   1.6e-32 epidermal growth factor receptor [EC:2.7.10.1]
  KLL04571.1                         K04456  517.73  104.3   3.1e-32 RAC serine/threonine-protein kinase [EC:2.7.11.1]
  KLL04571.1                         K06660  684.03  104.0   3.9e-32 cell cycle serine/threonine-protein kinase CDC5/MSD2 [EC:2.7.11.21]
  KLL04571.1                         K20716  370.90  103.9   3.2e-32 mitogen-activated protein kinase kinase kinase 17/18
  KLL04571.1                         K08891 1046.60  103.7   4.5e-32 tyrosine-protein kinase Fgr [EC:2.7.10.2]
  KLL04571.1                         K06631  711.30  103.6   4.9e-32 polo-like kinase 1 [EC:2.7.11.21]
  KLL04571.1                         K05705  944.23  103.6   4.7e-32 tyrosine-protein kinase Yes [EC:2.7.10.2]
  KLL04571.1                         K20872  342.33  103.5   5.6e-32 NIMA (never in mitosis gene a)-related kinase 2 [EC:2.7.11.1]
  KLL04571.1                         K04411  843.27  103.4   5.9e-32 serine/threonine kinase 4
  KLL04571.1                         K13302  708.30  103.3   6.4e-32 serum/glucocorticoid-regulated kinase 1 [EC:2.7.11.1]
  KLL04571.1                         K04409  702.17  103.2   6.9e-32 p21-activated kinase 1 [EC:2.7.11.1]
  KLL04571.1                         K05725 1229.97  101.6   1.4e-31 focal adhesion kinase 1 [EC:2.7.10.2]
  KLL04571.1                         K20717  770.77  101.4   2.8e-31 mitogen-activated protein kinase kinase kinase YODA [EC:2.7.11.25]
  KLL04571.1                         K05095 1418.07  101.4   1.5e-31 fibroblast growth factor receptor 4 [EC:2.7.10.1]
  KLL04571.1                         K17545  312.77  101.1   1.9e-31 serine/threonine-protein kinase ULK4 [EC:2.7.11.1]
  KLL04571.1                         K08856  280.93  101.1   2.9e-31 serine/threonine kinase 16 [EC:2.7.11.1]
  KLL04571.1                         K08852  198.40  100.5   3.7e-31 serine/threonine-protein kinase/endoribonuclease IRE1 [EC:2.7.11.1 3.1.26.-]
  KLL04571.1                         K04514 1722.97  100.2   3.8e-31 Rho-associated protein kinase 1 [EC:2.7.11.1]
  KLL04571.1                         K20879  309.57   99.6   5.6e-31 NIMA (never in mitosis gene a)-related kinase 10 [EC:2.7.11.1]
  KLL04571.1                         K05099 1306.13   99.4   5.2e-31 proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]
  KLL04571.1                         K08835  406.50   99.3   1.1e-30 serine/threonine-protein kinase OSR1/STK39 [EC:2.7.11.1]
  KLL04571.1                         K22893  563.40   99.1   1.7e-30 serine/threonine kinase PknH [EC:2.7.11.1]
  KLL04571.1                         K12761  628.17   98.7   1.6e-30 carbon catabolite-derepressing protein kinase [EC:2.7.11.1]
  KLL04571.1                         K05104 1681.70   98.0   1.6e-30 Eph receptor A3 [EC:2.7.10.1]
  KLL04571.1                         K05129  688.47   97.9   2.2e-30 muscle, skeletal, receptor tyrosine kinase [EC:2.7.10.1]
  KLL04571.1                         K11218 1596.43   97.7   1.6e-30 Janus kinase 3 [EC:2.7.10.2]
  KLL04571.1                         K16289  780.87   97.5   2.7e-30 ankyrin repeat and protein kinase domain-containing protein 1 [EC:2.7.11.1]
  KLL04571.1                         K20876  608.07   97.4   4.7e-30 NIMA (never in mitosis gene a)-related kinase 7 [EC:2.7.11.1]
  KLL04571.1                         K08888  658.17   97.1   4.4e-30 megakaryocyte-associated tyrosine kinase [EC:2.7.10.2]
  KLL04571.1                         K22008  531.13   97.0   5.1e-30 serine/threonine-protein kinase Psk1 [EC:2.7.11.1]
  KLL04571.1                         K06683  499.80   96.9   5.1e-30 cell division control protein CDC15 [EC:2.7.11.1]
  KLL04571.1                         K08802  467.83   96.8   5.6e-30 SNF related kinase [EC:2.7.11.1]
  KLL04571.1                         K08849  208.33   96.7   4.4e-30 mixed lineage kinase domain-like [EC:2.7.11.1]
  KLL04571.1                         K16195  405.10   96.6     7e-30 eukaryotic translation initiation factor 2-alpha kinase 2 [EC:2.7.11.1]
  KLL04571.1                         K13419 1070.83   96.4   5.4e-30 serine/threonine-protein kinase PknK [EC:2.7.11.1]
  KLL04571.1                         K17512  482.30   95.6   8.8e-30 tyrosine-protein kinase shark [EC:2.7.10.2]
  KLL04571.1                         K05120 1344.17   95.6   9.6e-30 tyrosine kinase receptor 1 [EC:2.7.10.1]
  KLL04571.1                         K06633  334.63   95.3   1.8e-29 membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase [EC:2.7.11.1]
  KLL04571.1                         K04412  883.80   95.3   1.9e-29 serine/threonine kinase 3
  KLL04571.1                         K08893  928.27   94.6   2.5e-29 hemopoietic cell kinase [EC:2.7.10.2]
  KLL04571.1                         K13414  458.47   94.3   2.5e-29 mitogen-activated protein kinase kinase kinase 1 [EC:2.7.11.25]
  KLL04571.1                         K00871  340.97   93.9     4e-29 phosphorylase kinase gamma subunit [EC:2.7.11.19]
  KLL04571.1                         K05854  971.97   93.4   5.7e-29 tyrosine-protein kinase Lyn [EC:2.7.10.2]
  KLL04571.1                         K12323 1262.30   93.3   4.6e-29 atrial natriuretic peptide receptor A [EC:4.6.1.2]
  KLL04571.1                         K05122 1070.90   92.8   6.7e-29 receptor tyrosine kinase-like orphan receptor 1 [EC:2.7.10.1]
  KLL04571.1                         K02206  569.23   92.8     1e-28 cyclin-dependent kinase 2 [EC:2.7.11.22]
  KLL04571.1                         K05105 1585.60   92.7     7e-29 Eph receptor A4 [EC:2.7.10.1]
  KLL04571.1                         K20605  774.87   92.3   1.1e-28 mitogen-activated protein kinase kinase kinase 2 [EC:2.7.11.25]
  KLL04571.1                         K18529  942.10   92.1   1.5e-28 kinase suppressor of Ras 2 [EC:2.7.11.1]
  KLL04571.1                         K05743  905.70   91.9   1.4e-28 LIM domain kinase 1 [EC:2.7.11.1]
  KLL04571.1                         K16510 1344.47   91.7   1.5e-28 ribosomal protein S6 kinase alpha-4 [EC:2.7.11.1]
  KLL04571.1                         K07364  951.33   91.7   1.2e-28 tyrosine-protein kinase Tec [EC:2.7.10.2]
  KLL04571.1                         K11479  546.30   90.8   3.5e-28 aurora kinase B [EC:2.7.11.1]
  KLL04571.1                         K08799  508.60   90.5   4.9e-28 maternal embryonic leucine zipper kinase [EC:2.7.11.1]
  KLL04571.1                         K05106 1770.23   90.3   3.7e-28 Eph receptor A5 [EC:2.7.10.1]
  KLL04571.1                         K17529  356.30   90.1   6.4e-28 uncharacterized serine/threonine-protein kinase SgK494 [EC:2.7.11.1]
  KLL04571.1                         K08895  603.20   89.6   7.7e-28 tyrosine-protein kinase Srms [EC:2.7.10.2]
  KLL04571.1                         K08818  544.90   89.6   9.8e-28 cell division cycle 2-like [EC:2.7.11.22]
  KLL04571.1                         K04366 1069.90   89.4   7.7e-28 RAF proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]
  KLL04571.1                         K04416  444.57   89.0   8.5e-28 mitogen-activated protein kinase kinase kinase 1 [EC:2.7.11.25]
  KLL04571.1                         K04360 1154.67   88.9   9.7e-28 neurotrophic tyrosine kinase receptor type 2 [EC:2.7.10.1]
  KLL04571.1                         K08848  728.10   88.6   1.5e-27 receptor-interacting serine/threonine-protein kinase 4 [EC:2.7.11.1]
  KLL04571.1                         K05855  976.77   88.5   1.6e-27 spleen tyrosine kinase [EC:2.7.10.2]
  KLL04571.1                         K08862 1020.63   88.0   2.2e-27 polo-like kinase 3 [EC:2.7.11.21]
  KLL04571.1                         K23692 1383.20   87.9   2.1e-27 serine/threonine-protein kinase N3 [EC:2.7.11.13]
  KLL04571.1                         K16196  416.93   87.0   2.1e-27 eukaryotic translation initiation factor 2-alpha kinase 4 [EC:2.7.11.1]
  KLL04571.1                         K08294  476.17   87.0   6.8e-27 mitogen-activated protein kinase kinase [EC:2.7.12.2]
  KLL04571.1                         K04363 1390.17   87.0   3.8e-27 platelet-derived growth factor receptor alpha [EC:2.7.10.1]
  KLL04571.1                         K00910  535.50   87.0     5e-27 beta-adrenergic-receptor kinase [EC:2.7.11.15]
  KLL04571.1                         K19008  836.93   86.8   6.7e-27 serine/threonine-protein kinase SIK1 [EC:2.7.11.1]
  KLL04571.1                         K11229  511.93   86.7   6.1e-27 mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]
  KLL04571.1                         K13420 1161.43   86.1   4.6e-27 LRR receptor-like serine/threonine-protein kinase FLS2 [EC:2.7.11.1]
  KLL04571.1                         K05733  922.57   86.1   1.3e-26 p21-activated kinase 3 [EC:2.7.11.1]
  KLL04571.1                         K11226  497.10   85.9   1.5e-26 mitogen-activated protein kinase kinase [EC:2.7.12.2]
  KLL04571.1                         K05125 1072.00   85.9   7.2e-27 discoidin domain receptor family member 2 [EC:2.7.10.1]
  KLL04571.1                         K07209 1008.70   85.8   9.5e-27 inhibitor of nuclear factor kappa-B kinase subunit beta [EC:2.7.11.10]
  KLL04571.1                         K08813  408.83   85.1   2.2e-26 serine/threonine kinase 33 [EC:2.7.11.1]
  KLL04571.1                         K05119 1227.13   85.1   1.1e-26 anaplastic lymphoma kinase [EC:2.7.10.1]
  KLL04571.1                         K02216  383.47   84.9   2.2e-26 serine/threonine-protein kinase CHEK1 [EC:2.7.11.1]
  KLL04571.1                         K05087 1854.47   84.0   2.3e-26 insulin-like growth factor 1 receptor [EC:2.7.10.1]
  KLL04571.1                         K04371  588.40   84.0   4.8e-26 mitogen-activated protein kinase 1/3 [EC:2.7.11.24]
  KLL04571.1                         K22600 1170.30   83.7   3.3e-26 guanylate cyclase 2G [EC:4.6.1.2]
  KLL04571.1                         K08790  664.03   83.7   4.9e-26 serine/threonine kinase 38 [EC:2.7.11.1]
  KLL04571.1                         K08890  886.03   83.6     5e-26 B lymphoid tyrosine kinase [EC:2.7.10.2]
  KLL04571.1                         K18052 1222.53   83.5   4.7e-26 novel protein kinase C theta type [EC:2.7.11.13]
  KLL04571.1                         K20878  763.80   83.4   5.3e-26 NIMA (never in mitosis gene a)-related kinase 9 [EC:2.7.11.1]
  KLL04571.1                         K11228  524.97   83.3   6.9e-26 mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]
  KLL04571.1                         K04671  503.40   83.3   6.1e-26 bone morphogenetic protein receptor type-2 [EC:2.7.11.30]
  KLL04571.1                         K04410  933.07   83.3   6.5e-26 p21-activated kinase 2 [EC:2.7.11.1]
  KLL04571.1                         K11217 1584.00   83.2     4e-26 Janus kinase 1 [EC:2.7.10.2]
  KLL04571.1                         K11912  383.10   83.0     1e-25 serine/threonine-protein kinase PpkA [EC:2.7.11.1]
  KLL04571.1                         K04426 1926.00   82.9   5.4e-26 mitogen-activated protein kinase kinase kinase 5 [EC:2.7.11.25]
  KLL04571.1                         K08834  944.63   82.5   6.8e-26 myosin III [EC:2.7.11.1]
  KLL04571.1                         K08016  858.47   82.4   1.2e-25 tyrosine-protein kinase TXK [EC:2.7.10.2]
  KLL04571.1                         K05100 1590.93   82.3   6.6e-26 macrophage-stimulating 1 receptor [EC:2.7.10.1]
  KLL04571.1                         K08793  411.43   81.6   2.5e-25 serine/threonine kinase 32 [EC:2.7.11.1]
  KLL04571.1                         K04466  341.90   81.4   2.5e-25 mitogen-activated protein kinase kinase kinase 14 [EC:2.7.11.25]
  KLL04571.1                         K08291  765.63   81.3   2.5e-25 G protein-coupled receptor kinase [EC:2.7.11.16]
  KLL04571.1                         K08797  438.43   81.2   3.5e-25 hormonally upregulated Neu-associated kinase [EC:2.7.11.1]
  KLL04571.1                         K08860  409.80   81.1   2.8e-25 eukaryotic translation initiation factor 2-alpha kinase 3 [EC:2.7.11.1]
  KLL04571.1                         K12322 1423.80   80.9   2.3e-25 guanylate cyclase 2F [EC:4.6.1.2]
  KLL04571.1                         K08804  402.50   80.8   5.1e-25 serine/threonine kinase 17 [EC:2.7.11.1]
  KLL04571.1                         K08894  608.43   80.7   3.9e-25 protein tyrosine kinase 6 [EC:2.7.10.2]
  KLL04571.1                         K13430  670.47   80.6   4.7e-25 serine/threonine-protein kinase PBS1 [EC:2.7.11.1]
  KLL04571.1                         K18051 1041.10   80.2   4.5e-25 novel protein kinase C eta type [EC:2.7.11.13]
  KLL04571.1                         K05871 1244.90   80.0   5.4e-25 focal adhesion kinase 2 [EC:2.7.10.2]
  KLL04571.1                         K04702  337.60   80.0   6.6e-25 proto-oncogene serine/threonine-protein kinase Pim-1 [EC:2.7.11.1]
  KLL04571.1                         K16194  388.63   79.5   9.4e-25 eukaryotic translation initiation factor 2-alpha kinase 1 [EC:2.7.11.1]
  KLL04571.1                         K04428  544.33   79.5   5.6e-25 mitogen-activated protein kinase kinase kinase 4 [EC:2.7.11.25]
  KLL04571.1                         K07298  316.40   79.4   1.1e-24 serine/threonine-protein kinase 11 [EC:2.7.11.1]
  KLL04571.1                         K12324 1650.13   79.1   8.6e-25 atrial natriuretic peptide receptor B [EC:4.6.1.2]
  KLL04571.1                         K07370  985.37   78.9     1e-24 Bruton agammaglobulinemia tyrosine kinase [EC:2.7.10.2]
  KLL04571.1                         K20880  514.93   78.5   1.9e-24 NIMA (never in mitosis gene a)-related kinase 11 [EC:2.7.11.1]
  KLL04571.1                         K17511 1050.47   78.1   2.8e-24 proto-oncogene tyrosine-protein kinase YRK [EC:2.7.10.2]
  KLL04571.1                         K02088  579.40   78.0     3e-24 cyclin-dependent kinase 3 [EC:2.7.11.22]
  KLL04571.1                         K20602  711.47   77.9   3.5e-24 mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]
  KLL04571.1                         K16310  411.73   77.8   3.1e-24 serine/threonine-protein kinase NIM1 [EC:2.7.11.1]
  KLL04571.1                         K08842  707.07   77.5     5e-24 testis-specific kinase 2 [EC:2.7.12.1]
  KLL04571.1                         K08858  238.67   77.4   4.2e-24 serine/threonine-protein kinase SBK [EC:2.7.11.1]
  KLL04571.1                         K08796  487.97   77.4   4.5e-24 BR serine/threonine kinase [EC:2.7.11.1]
  KLL04571.1                         K08885  801.23   77.3   4.2e-24 non-receptor tyrosine-protein kinase TNK1 [EC:2.7.10.2]
  KLL04571.1                         K08829  408.97   77.2     5e-24 male germ cell-associated kinase [EC:2.7.11.22]
  KLL04571.1                         K19663 1234.87   77.0   4.3e-24 classical protein kinase C gamma type [EC:2.7.11.13]
  KLL04571.1                         K15048 4040.00   76.9   1.8e-24 kalirin [EC:2.7.11.1]
  KLL04571.1                         K05088  566.80   76.9   2.6e-24 proto-oncogene tyrosine-protein kinase ROS [EC:2.7.10.1]
  KLL04571.1                         K13415  737.40   76.5   4.6e-24 protein brassinosteroid insensitive 1 [EC:2.7.10.1 2.7.11.1]
  KLL04571.1                         K04423 1223.47   75.9   1.3e-23 mitogen-activated protein kinase kinase kinase 12 [EC:2.7.11.25]
  KLL04571.1                         K04441  496.10   75.8   1.6e-23 p38 MAP kinase [EC:2.7.11.24]
  KLL04571.1                         K13304  740.43   75.7   1.5e-23 serum/glucocorticoid-regulated kinase 3 [EC:2.7.11.1]
  KLL04571.1                         K08841  759.27   75.6   1.7e-23 testis-specific kinase 1 [EC:2.7.12.1]
  KLL04571.1                         K17530  569.77   75.5   1.4e-23 doublecortin-like kinase 3 [EC:2.7.11.1]
  KLL04571.1                         K08867  243.70   74.9   1.7e-23 WNK lysine deficient protein kinase [EC:2.7.11.1]
  KLL04571.1                         K05102 1470.87   74.6   1.4e-23 Eph receptor A1 [EC:2.7.10.1]
  KLL04571.1                         K05123 1354.87   74.4     2e-23 receptor tyrosine kinase-like orphan receptor 2 [EC:2.7.10.1]
  KLL04571.1                         K06071 1550.17   74.2   2.7e-23 serine/threonine-protein kinase N1 [EC:2.7.11.13]
  KLL04571.1                         K04418 1440.67   74.2   2.7e-23 mitogen-activated protein kinase kinase kinase 10 [EC:2.7.11.25]
  KLL04571.1                         K08808  437.40   74.0     5e-23 protein serine kinase H [EC:2.7.11.1]
  KLL04571.1                         K07363  993.93   74.0   2.6e-23 IL2-inducible T-cell kinase [EC:2.7.10.2]
  KLL04571.1                         K14510  925.43   73.8   3.8e-23 serine/threonine-protein kinase CTR1 [EC:2.7.11.1]
  KLL04571.1                         K03114  295.93   73.7   7.7e-23 mitosis inhibitor protein kinase SWE1 [EC:2.7.11.1]
  KLL04571.1                         K08817  416.53   73.5   6.8e-23 cell cycle related kinase [EC:2.7.11.22]
  KLL04571.1                         K04467 1076.07   73.1     7e-23 inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]
  KLL04571.1                         K23453       -   73.0   6.9e-23 RSV tyrosine-protein kinase transforming protein Src [EC:2.7.10.2]
  KLL04571.1                         K08819  492.13   73.0     6e-23 cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]
  KLL04571.1                         K11219 1615.63   72.8   5.3e-23 non-receptor tyrosine-protein kinase TYK2 [EC:2.7.10.2]
  KLL04571.1                         K18952 1014.10   72.6   1.1e-22 atypical protein kinase C zeta type [EC:2.7.11.13]
  KLL04571.1                         K02515  862.97   72.5   1.1e-22 serine/threonine-protein kinase HSL1, negative regulator of Swe1 kinase [EC:2.7.11.-]
  KLL04571.1                         K13413  449.93   72.3   1.9e-22 mitogen-activated protein kinase kinase 4/5 [EC:2.7.12.2]
  KLL04571.1                         K06272  230.33   72.3   1.2e-22 integrin-linked kinase [EC:2.7.11.1]
  KLL04571.1                         K04515  391.07   72.1   1.5e-22 calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17]
  KLL04571.1                         K04422 1030.57   72.0   1.6e-22 mitogen-activated protein kinase kinase kinase 13 [EC:2.7.11.25]
  KLL04571.1                         K08886  646.83   71.3   2.9e-22 activated CDC42 kinase 1 [EC:2.7.10.2 2.7.11.1]
  KLL04571.1                         K02202  428.87   71.3   2.4e-22 cyclin-dependent kinase 7 [EC:2.7.11.22 2.7.11.23]
  KLL04571.1                         K06069 1104.80   71.0   2.5e-22 atypical protein kinase C iota type [EC:2.7.11.13]
  KLL04571.1                         K04463  432.07   70.1   6.5e-22 mitogen-activated protein kinase kinase 5 [EC:2.7.12.2]
  KLL04571.1                         K02087  504.63   70.0   6.1e-22 cyclin-dependent kinase 1 [EC:2.7.11.22 2.7.11.23]
  KLL04571.1                         K11916  405.93   69.9   8.2e-22 serine/threonine-protein kinase Stk1 [EC:2.7.11.-]
  KLL04571.1                         K00908  711.50   69.8   6.5e-22 calcium/calmodulin-dependent protein kinase kinase 1 [EC:2.7.11.17]
  KLL04571.1                         K12776  347.30   69.6   9.5e-22 meiosis-specific serine/threonine-protein kinase MEK1 [EC:2.7.11.1]
  KLL04571.1                         K08806  446.57   69.5   1.1e-21 proto-oncogene serine/threonine-protein kinase Pim-2 [EC:2.7.11.1]
  KLL04571.1                         K08789  404.73   69.4   6.1e-22 microtubule-associated serine/threonine kinase [EC:2.7.11.1]
  KLL04571.1                         K08837 1381.73   68.7   1.5e-21 serine/threonine kinase 10 [EC:2.7.11.1]
  KLL04571.1                         K08805  561.53   68.6   1.6e-21 doublecortin-like kinase 1/2 [EC:2.7.11.1]
  KLL04571.1                         K16308  680.83   68.5   7.2e-22 citron Rho-interacting kinase [EC:2.7.11.1]
  KLL04571.1                         K13416 1124.00   68.3   1.9e-21 brassinosteroid insensitive 1-associated receptor kinase 1 [EC:2.7.10.1 2.7.11.1]
  KLL04571.1                         K18679       -   68.0   1.9e-21 mitosis inducer protein kinase Cdr2 [EC:2.7.11.1]
  KLL04571.1                         K08807  535.83   67.9   3.6e-21 proto-oncogene serine/threonine-protein kinase Pim-3 [EC:2.7.11.1]
  KLL04571.1                         K18050 1168.70   67.3   3.7e-21 novel protein kinase C epsilon type [EC:2.7.11.13]
  KLL04571.1                         K02211  497.50   67.1   6.1e-21 cyclin-dependent kinase 9 [EC:2.7.11.22 2.7.11.23]
  KLL04571.1                         K17510  258.73   67.0   5.2e-21 tyrosine-protein kinase STYK1 [EC:2.7.10.2]
  KLL04571.1                         K08896  932.37   66.9   5.3e-21 cytoplasmic tyrosine-protein kinase BMX [EC:2.7.10.2]
  KLL04571.1                         K07360  976.93   66.4   7.7e-21 tyrosine-protein kinase ZAP-70 [EC:2.7.10.2]
  KLL04571.1                         K04443  716.33   66.1   1.3e-20 mitogen-activated protein kinase-activated protein kinase 2 [EC:2.7.11.1]
  KLL04571.1                         K08795  594.17   66.0   1.2e-20 pregnancy upregulated non-ubiquitously expressed CaM kinase [EC:2.7.11.17]
  KLL04571.1                         K20600  754.63   65.7   1.4e-20 mitogen-activated protein kinase 4 [EC:2.7.11.24]
  KLL04571.1                         K14512  698.67   65.7   1.7e-20 mitogen-activated protein kinase 6 [EC:2.7.11.24]
  KLL04571.1                         K05869  454.60   65.7   1.8e-20 calcium/calmodulin-dependent protein kinase IV [EC:2.7.11.17]
  KLL04571.1                         K05128  353.40   65.7   1.1e-20 RYK receptor-like tyrosine kinase [EC:2.7.10.1]
  KLL04571.1                         K03083  583.23   65.7   1.6e-20 glycogen synthase kinase 3 beta [EC:2.7.11.26]
  KLL04571.1                         K08840 1584.30   65.6   9.5e-21 TRAF2 and NCK interacting kinase [EC:2.7.11.1]
  KLL04571.1                         K07527 1213.07   65.6   1.2e-20 tyrosine-protein kinase Fes/Fps [EC:2.7.10.2]
  KLL04571.1                         K05089 1311.13   65.6   9.4e-21 platelet-derived growth factor receptor beta [EC:2.7.10.1]
  KLL04571.1                         K02677  910.20   65.6   1.5e-20 classical protein kinase C alpha type [EC:2.7.11.13]
  KLL04571.1                         K08810 4349.50   65.5   5.4e-21 triple functional domain protein [EC:2.7.11.1]
  KLL04571.1                         K05124 1340.57   65.5   1.2e-20 discoidin domain receptor family member 1 [EC:2.7.10.1]
  KLL04571.1                         K00909  786.33   65.2     2e-20 rhodopsin kinase [EC:2.7.11.14]
  KLL04571.1                         K05107 1650.40   65.0   1.6e-20 Eph receptor A6 [EC:2.7.10.1]
  KLL04571.1                         K19596  786.80   64.9   2.1e-20 inactive serine/threonine-protein kinase PLK5
  KLL04571.1                         K11480  602.23   64.8   3.1e-20 aurora kinase C [EC:2.7.11.1]
  KLL04571.1                         K08271  457.97   64.7   2.9e-20 STE20-related kinase adapter protein alpha
  KLL04571.1                         K08859  657.50   64.4   4.7e-20 serine/threonine kinase 35 [EC:2.7.11.1]
  KLL04571.1                         K14498  390.00   64.0   5.5e-20 serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
  KLL04571.1                         K23691 1421.60   63.7   3.6e-20 serine/threonine-protein kinase N2 [EC:2.7.11.13]
  KLL04571.1                         K02089  529.90   63.5   6.7e-20 cyclin-dependent kinase 4 [EC:2.7.11.22]
  KLL04571.1                         K18669  518.53   63.4   5.6e-20 dual specificity tyrosine-phosphorylation-regulated kinase 2/3/4 [EC:2.7.12.1]
  KLL04571.1                         K20536  700.90   63.1   8.8e-20 mitogen-activated protein kinase 3 [EC:2.7.11.24]
  KLL04571.1                         K08887 1898.27   62.4   8.6e-20 abelson tyrosine-protein kinase 2 [EC:2.7.10.2]
  KLL04571.1                         K20535  715.70   62.1   1.9e-19 mitogen-activated protein kinase 1/2 [EC:2.7.11.24]
  KLL04571.1                         K08865  148.63   61.7   2.3e-19 PDZ-binding kinase [EC:2.7.12.2]
  KLL04571.1                         K05121 1202.53   61.2   2.6e-19 endothelial-specific receptor tyrosine kinase [EC:2.7.10.1]
  KLL04571.1                         K04419 1091.77   61.2   2.8e-19 mitogen-activated protein kinase kinase kinase 11 [EC:2.7.11.25]
  KLL04571.1                         K13986 2066.77   60.8   2.2e-19 mitogen-activated protein kinase kinase kinase 15 [EC:2.7.11.25]
  KLL04571.1                         K02091  590.63   60.8   4.2e-19 cyclin-dependent kinase 6 [EC:2.7.11.22]
  KLL04571.1                         K13596  899.70   60.1   6.4e-19 activin receptor type-2B [EC:2.7.11.30]
  KLL04571.1                         K08836  754.83   60.0   4.8e-19 STE20-like kinase [EC:2.7.11.1]
  KLL04571.1                         K06655  555.80   60.0     8e-19 negative regulator of the PHO system [EC:2.7.11.22]
  KLL04571.1                         K06632  306.40   59.5   1.1e-18 wee1-like protein kinase [EC:2.7.11.1]
  KLL04571.1                         K03176 1129.50   59.4   7.4e-19 neurotrophic tyrosine kinase receptor type 1 [EC:2.7.10.1]
  KLL04571.1                         K19662 1361.97   59.2   1.1e-18 classical protein kinase C beta type [EC:2.7.11.13]
  KLL04571.1                         K05096 1311.13   59.0     1e-18 FMS-like tyrosine kinase 1 [EC:2.7.10.1]
  KLL04571.1                         K05115 1229.60   58.8   1.4e-18 AXL receptor tyrosine kinase [EC:2.7.10.1]
  KLL04571.1                         K04429  393.77   58.8   9.5e-19 thousand and one amino acid protein kinase [EC:2.7.11.1]
  KLL04571.1                         K08800  479.17   58.7   2.2e-18 NUAK family, SNF1-like kinase [EC:2.7.11.1]
  KLL04571.1                         K05101 1218.93   58.7   1.4e-18 neurotrophic tyrosine kinase, receptor type 3 [EC:2.7.10.1]
  KLL04571.1                         K04432  623.00   58.4   2.7e-18 mitogen-activated protein kinase kinase 3 [EC:2.7.12.2]
  KLL04571.1                         K17534 1356.53   58.2   2.2e-18 mitogen-activated protein kinase kinase kinase MLK4 [EC:2.7.11.25]
  KLL04571.1                         K05090 1121.23   58.2   1.9e-18 macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1]
  KLL04571.1                         K13976 1315.80   58.1   1.8e-18 p21-activated kinase
  KLL04571.1                         K08866  220.87   58.0   3.7e-18 serine/threonine-protein kinase TTK/MPS1 [EC:2.7.12.1]
  KLL04571.1                         K13435       -   57.9   3.2e-18 serine/threonine-protein kinase Pto
  KLL04571.1                         K00916  548.30   57.3   5.2e-18 CTD kinase subunit alpha [EC:2.7.11.22 2.7.11.23]
  KLL04571.1                         K06684  694.80   57.0     7e-18 cell cycle protein kinase DBF2 [EC:2.7.11.-]
  KLL04571.1                         K04425 1917.53   57.0     3e-18 mitogen-activated protein kinase kinase kinase 6 [EC:2.7.11.25]
